"OPCUNO";"OPADRT";"OPADID";"OPCUNM";"OPCUA1";"OPCUA2";"OPCUA3";"OPCUA4";"OPTOWN";"OPPONO";"OPECAR";"OPMODL";"OPPHNO";"OPCSCD";"OPVRNO";"OPFVDT";"OPLVDT";"OPBCKO";"OPPADL";"OKDIVI";"OKCUNO";"OKSTAT";"OKCUCL";"OKCUTP";"OKADID";"OKSMCD";"OKCUCD";"OKDTFM";"OKSDST";"OKPYNO";"OKLHCD";"OKBLCD";"OKCFC1";"OKCFC2";"OKCFC3";"OKCFC4";"OKCFC5";"OKCFC6";"OKCFC7";"OKCFC8";"OKCFC9";"OKCFC0";"OKFACI";"OKEMAL";"OCCUNO";"OCASCD";"OCFDAT";"OCTDAT"
"70193014";"1";"";"CYCLES DU CHATEAU I8E8";".";"4 RUE DE LAGNY";"93100 MONTREUIL SOUS BOIS";"";"MONTREUIL";"93100";"93";"CAM";"0148516620";"FR";"76479618332";"0";"99999999";"1";"1";"510";"70193014";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N7";".00";"12";"710";"1";"";".00";"TRA";"LIB";"T";"";"cyclesduchateau@gmail.com";"70193014";"CWFR";"20170101";"20230101"
"70193015";"1";"";"WEE BOT I0";"NANOLAB INDUSTRIES";"18 RUE FRANCIS DE PRESSENSE";"93210 SAINT-DENIS";"";"SAINT-DENIS";"93210";"93";"CAM";"0625773600";"FR";"62813537982";"0";"99999999";"1";"1";"510";"70193015";"20";"LTT";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"1";"";".00";"12";"710";"1";"";".00";"TRA";"LIB";"E";"";"yann@wee-bot.com";"70193015";"F/GIT";"20190901";"20210101"
"70193015";"1";"";"WEE BOT I0";"NANOLAB INDUSTRIES";"18 RUE FRANCIS DE PRESSENSE";"93210 SAINT-DENIS";"";"SAINT-DENIS";"93210";"93";"CAM";"0625773600";"FR";"62813537982";"0";"99999999";"1";"1";"510";"70193015";"20";"LTT";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"1";"";".00";"12";"710";"1";"";".00";"TRA";"LIB";"E";"";"yann@wee-bot.com";"70193015";"CWFR";"20190901";"20230101"
"70193910";"1";"";"PROMOSTIM SA";".";"75 RUE DE ROMAINVILLE";"93100 MONTREUIL";"";"MONTREUIL";"93100";"93";"CAM";"0141582020";"FR";"89308896364";"0";"99999999";"1";"1";"510";"70193910";"20";"LAB";"0";"";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"720";"";"";".00";"DIV";"742";"N";"";"achats@promostim.fr";"70193910";"F/PGT";"20170901";"20210101"
"70193910";"1";"";"PROMOSTIM SA";".";"75 RUE DE ROMAINVILLE";"93100 MONTREUIL";"";"MONTREUIL";"93100";"93";"CAM";"0141582020";"FR";"89308896364";"0";"99999999";"1";"1";"510";"70193910";"20";"LAB";"0";"";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"720";"";"";".00";"DIV";"742";"N";"";"achats@promostim.fr";"70193910";"CWFR";"20160101";"20230101"
"70193910";"1";"";"PROMOSTIM SA";".";"75 RUE DE ROMAINVILLE";"93100 MONTREUIL";"";"MONTREUIL";"93100";"93";"CAM";"0141582020";"FR";"89308896364";"0";"99999999";"1";"1";"510";"70193910";"20";"LAB";"0";"";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"720";"";"";".00";"DIV";"742";"N";"";"achats@promostim.fr";"70193910";"F/GIT";"20170901";"20210101"
"70193912";"1";"";"SCOOTS FRANCE M. FAURE FREDERIC R";".";"47 RUE JEAN JAURES";"93130 NOISY LE SEC";"";"NOISY LE SEC";"93130";"93";"CAM";"0148100982";"FR";"79323870477";"0";"99999999";"1";"1";"510";"70193912";"20";"LAF";"0";"";"RCHUHER";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"732";"";"E";".00";"TRA";"755";"E";"";"frederic.faure93@gmail.com";"70193912";"CWFR";"20120601";"20230101"
"70193912";"1";"";"SCOOTS FRANCE M. FAURE FREDERIC R";".";"47 RUE JEAN JAURES";"93130 NOISY LE SEC";"";"NOISY LE SEC";"93130";"93";"CAM";"0148100982";"FR";"79323870477";"0";"99999999";"1";"1";"510";"70193912";"20";"LAF";"0";"";"RCHUHER";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"732";"";"E";".00";"TRA";"755";"E";"";"frederic.faure93@gmail.com";"70193912";"POSTE";"20130601";"20210101"
"70193915";"1";"";"APF ENTREPRISE 93 R";".";"1 RUE GRACCHUS BABEUF";"93130 NOISY LE SEC";"";"NOISY LE SEC";"93130";"93";"CAM";"0148432205";"FR";"27775688732";"0";"99999999";"1";"1";"510";"70193915";"20";"LAF";"0";"";"RCHUHER";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"732";"";"E";".00";"TRA";"755";"T";"";"gestion.laposte@apfnoisy.fr";"70193915";"POSTE";"20110701";"20210101"
"70193915";"1";"";"APF ENTREPRISE 93 R";".";"1 RUE GRACCHUS BABEUF";"93130 NOISY LE SEC";"";"NOISY LE SEC";"93130";"93";"CAM";"0148432205";"FR";"27775688732";"0";"99999999";"1";"1";"510";"70193915";"20";"LAF";"0";"";"RCHUHER";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"732";"";"E";".00";"TRA";"755";"T";"";"gestion.laposte@apfnoisy.fr";"70193915";"CWFR";"20110822";"20230101"
"70193918";"1";"";"ATHOME";".";"78 B RUE DIDEROT";"93500 PANTIN";"";"PANTIN";"93500";"93";"CAM";"0432620839";"FR";"79431538149";"0";"99999999";"1";"1";"510";"70193918";"20";"LAL";"0";"13210";"BRAN";"EUR";"DMY";"HRS";"70193009";"FR";"0";"";".00";"12";"724";"";"";".00";"DIV";"750";"T";"";"contact@sun-e-bike.com";"70193918";"CWFR";"20130401";"20230101"
"70193918";"1";"13210";"SUN-E-BIKE";"2 RUE CAMILLE PELLETAN";"TEL/0786136298";"13210 SAINT REMY DE PROVENCE";"";"SAINT REMY DE PROVEN";"13210";"13";"CAM";"0432620839";"FR";"";"0";"99999999";"1";"1";"510";"70193918";"20";"LAL";"0";"13210";"BRAN";"EUR";"DMY";"HRS";"70193009";"FR";"0";"";".00";"12";"724";"";"";".00";"DIV";"750";"T";"";"contact@sun-e-bike.com";"70193918";"CWFR";"20130401";"20230101"
"70193921";"1";"77170";"HUBLOGS";"RUE DE L'ORMETEAU";"ZAE DE L'ORME ROND - QUAI 56";"77170 SERVON";"";"SERVON";"77170";"77";"CAM";"";"FR";"";"20160728";"20160804";"1";"1";"510";"70193921";"20";"LAD";"0";"77170";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"726";"";"E";".00";"WEB";"752";"";"";"";"70193921";"CWFR";"20160101";"20230101"
"70193921";"1";"VIR";"VENTE-PRIVEE.COM(VIR)";"TRANSPORT VIR";"249 AVENUE DU PRESIDENT WILSON";"93210 LA PLAINE SAINT DENIS";"";"LA PLAINE SAINT DENI";"93210";"93";"CAM";"0185077224";"FR";"70434317293";"0";"99999999";"1";"1";"510";"70193921";"20";"LAD";"0";"77170";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"726";"";"E";".00";"WEB";"752";"";"";"";"70193921";"CWFR";"20160101";"20230101"
"70193921";"1";"";"VENTE-PRIVEE.COM";".";"249 AVENUE DU PRESIDENT WILSON";"93210 LA PLAINE SAINT DENIS";"";"LA PLAINE SAINT DENI";"93210";"93";"CAM";"0185077224";"FR";"70434317293";"0";"99999999";"1";"1";"510";"70193921";"20";"LAD";"0";"77170";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"726";"";"E";".00";"WEB";"752";"";"";"";"70193921";"F/GIT";"20160101";"20230131"
"70193921";"1";"SOGEP";"VENTE-PRIVEE.COM(SOGEP)";"TRANSPORT SOGEP";"249 AVENUE DU PRESIDENT WILSON";"93210 LA PLAINE SAINT DENIS";"";"LA PLAINE SAINT DENI";"93210";"93";"CAM";"0185077224";"FR";"70434317293";"0";"99999999";"1";"1";"510";"70193921";"20";"LAD";"0";"77170";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"726";"";"E";".00";"WEB";"752";"";"";"";"70193921";"F/GIT";"20160101";"20230131"
"70193921";"1";"";"VENTE-PRIVEE.COM";".";"249 AVENUE DU PRESIDENT WILSON";"93210 LA PLAINE SAINT DENIS";"";"LA PLAINE SAINT DENI";"93210";"93";"CAM";"0185077224";"FR";"70434317293";"0";"99999999";"1";"1";"510";"70193921";"20";"LAD";"0";"77170";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"726";"";"E";".00";"WEB";"752";"";"";"";"70193921";"CWFR";"20160101";"20230101"
"70193921";"1";"SOGEP";"VENTE-PRIVEE.COM(SOGEP)";"TRANSPORT SOGEP";"249 AVENUE DU PRESIDENT WILSON";"93210 LA PLAINE SAINT DENIS";"";"LA PLAINE SAINT DENI";"93210";"93";"CAM";"0185077224";"FR";"70434317293";"0";"99999999";"1";"1";"510";"70193921";"20";"LAD";"0";"77170";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"726";"";"E";".00";"WEB";"752";"";"";"";"70193921";"CWFR";"20160101";"20230101"
"70193921";"1";"77170";"HUBLOGS";"RUE DE L'ORMETEAU";"ZAE DE L'ORME ROND - QUAI 56";"77170 SERVON";"";"SERVON";"77170";"77";"CAM";"";"FR";"";"20160728";"20160804";"1";"1";"510";"70193921";"20";"LAD";"0";"77170";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"726";"";"E";".00";"WEB";"752";"";"";"";"70193921";"F/GIT";"20160101";"20230131"
"70193921";"1";"VIR";"VENTE-PRIVEE.COM(VIR)";"TRANSPORT VIR";"249 AVENUE DU PRESIDENT WILSON";"93210 LA PLAINE SAINT DENIS";"";"LA PLAINE SAINT DENI";"93210";"93";"CAM";"0185077224";"FR";"70434317293";"0";"99999999";"1";"1";"510";"70193921";"20";"LAD";"0";"77170";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"726";"";"E";".00";"WEB";"752";"";"";"";"70193921";"F/GIT";"20160101";"20230131"
"70193922";"1";"";"MAIRIE DE VILLEMOMBLE";".";"13 BIS RUE D'AVRON";"93250 VILLEMOMBLE";"";"VILLEMOMBLE";"93250";"93";"CAM";"0148540074";"FR";"43219300779";"0";"99999999";"1";"1";"510";"70193922";"20";"LAA";"0";"001";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"722";"3";"";".00";"SIP";"743";"E";"";"techniques-garage@mairie-villemomble.fr";"70193922";"CWFR";"20170501";"20230101"
"70193922";"1";"001";"MAIRIE DE VILLEMOMBLE";"16 RUE DE LA FOSSE AUX BERGERS";"93250 VILLEMOMBLE";"";"";"VILLEMOMBLE";"93250";"93";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70193922";"20";"LAA";"0";"001";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"722";"3";"";".00";"SIP";"743";"E";"";"techniques-garage@mairie-villemomble.fr";"70193922";"CWFR";"20170501";"20230101"
"70193923";"1";"001";"MAIRIE DE VILLEMOMBLE";"16 RUE DE LA FOSSE AUX BERGERS";"93250 VILLEMOMBLE";"";"";"VILLEMOMBLE";"93250";"93";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70193923";"20";"LAA";"0";"001";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"722";"3";"";".00";"SIP";"743";"E";"";"camille.arthuys@ville-bobigny.fr";"70193923";"CWFR";"20160101";"20230101"
"70193923";"1";"";"MAIRIE DE BOBIGNY";".";"31 AV DU PDT SALVADOR ALLENDE";"93000 BOBIGNY";"";"BOBIGNY";"93000";"93";"CAM";"0170324228";"FR";"92219300084";"0";"99999999";"1";"1";"510";"70193923";"20";"LAA";"0";"001";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"722";"3";"";".00";"SIP";"743";"E";"";"camille.arthuys@ville-bobigny.fr";"70193923";"CWFR";"20160101";"20230101"
"70193924";"1";"";"MAIRIE-COMMUNE DE LA COURNEUVE";"HOTEL DE VILLE";"AVENUE DE LA REPUBLIQUE";"93120 LA COURNEUVE";"";"LA COURNEUVE";"93120";"93";"CAM";"0149926094";"FR";"80219300274";"0";"99999999";"1";"1";"510";"70193924";"20";"LAA";"0";"0001";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"722";"3";"";".00";"SIP";"743";"E";"";"aude.bouvier@ville-la-courneuve.fr";"70193924";"F/GIT";"20190501";"20210101"
"70193924";"1";"0001";"MAIRIE-COMMUNE DE LA COURNEUVE";"CENTRE TECHNIQUE MUNICIPAL";"73 RUE RATEAU";"93120 LA COURNEUVE";"";"LA COURNEUVE";"93120";"";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70193924";"20";"LAA";"0";"0001";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"722";"3";"";".00";"SIP";"743";"E";"";"aude.bouvier@ville-la-courneuve.fr";"70193924";"F/GIT";"20190501";"20210101"
"70193925";"1";"0001";"MAIRIE AUBERVILLIERS";"CENTRE TECHNIQUE MUNICIPAL";"72 RUE HENRI BARBUSSE";"93300 AUBERVILLIERS";"";"AUBERVILLIERS";"";"";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70193925";"20";"LAA";"0";"0001";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"722";"3";"";".00";"SIP";"743";"E";"";"patrice.saint-lopez@mairie-aubervilliers.fr";"70193925";"CWFR";"20190101";"20201231"
"70193925";"1";"";"MAIRIE AUBERVILLIERS";".";"2 RUE DE LA COMMUNE DE PARIS";"93300 AUBERVILLIERS";"";"AUBERVILLIERS";"93300";"93";"CAM";"0148395340";"FR";"91219300019";"0";"99999999";"1";"1";"510";"70193925";"20";"LAA";"0";"0001";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"722";"3";"";".00";"SIP";"743";"E";"";"patrice.saint-lopez@mairie-aubervilliers.fr";"70193925";"CWFR";"20190101";"20201231"
"70193927";"1";"60230";"EIV MOULIN NEUF";"110 CHEMIN DES ATELIERS";"CHAMBLY";"60230 CHAMBLY";"";"";"60230";"60";"";"";"FR";"";"0";"99999999";"1";"1";"510";"70193927";"20";"LAA";"0";"";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"719";"";"";".00";"DIV";"754";"";"";"fx.debrosse@pickup-services.com";"70193927";"CWFR";"20200301";"20230101"
"70193927";"1";"";"PICKUP LOGISTIQUE";"ENERGY PACK- BAT ENERGY 2";"155-159 RUE DU DOCTEUR BAUER";"93583 SAINT-OUEN CEDEX";"";"SAINT-OUEN";"93583";"93";"CAM";"0669513796";"FR";"48487583510";"0";"99999999";"1";"1";"510";"70193927";"20";"LAA";"0";"";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"719";"";"";".00";"DIV";"754";"";"";"fx.debrosse@pickup-services.com";"70193927";"CWFR";"20200301";"20230101"
"70193960";"1";"001";"GARAGE MUNICIPAL";"1 RUE DU BEL AIR";"93100 MONTREUIL";"";"";"MONTREUIL";"93250";"93";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70193960";"20";"LAA";"0";"001";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"722";"3";"";".00";"SIP";"743";"E";"";"arnaud.moriot@montreuil.fr";"70193960";"CWFR";"20190101";"20201231"
"70193960";"1";"";"VILLE DE MONTREUIL";"CELLULE FACTURE";"PLACE JEAN JAURES";"93100 MONTREUIL";"";"MONTREUIL";"93100";"93";"CAM";"0148706845";"FR";"19219300480";"0";"99999999";"1";"1";"510";"70193960";"20";"LAA";"0";"001";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"722";"3";"";".00";"SIP";"743";"E";"";"arnaud.moriot@montreuil.fr";"70193960";"F/GIT";"20181101";"20210101"
"70193960";"1";"";"VILLE DE MONTREUIL";"CELLULE FACTURE";"PLACE JEAN JAURES";"93100 MONTREUIL";"";"MONTREUIL";"93100";"93";"CAM";"0148706845";"FR";"19219300480";"0";"99999999";"1";"1";"510";"70193960";"20";"LAA";"0";"001";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"722";"3";"";".00";"SIP";"743";"E";"";"arnaud.moriot@montreuil.fr";"70193960";"CWFR";"20190101";"20201231"
"70193960";"1";"001";"GARAGE MUNICIPAL";"1 RUE DU BEL AIR";"93100 MONTREUIL";"";"";"MONTREUIL";"93250";"93";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70193960";"20";"LAA";"0";"001";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"722";"3";"";".00";"SIP";"743";"E";"";"arnaud.moriot@montreuil.fr";"70193960";"F/GIT";"20181101";"20210101"
"70194001";"1";"";"ACTIKA";".";"32 RUE ARISTIDE BRIAND";"94430 CHENNEVIERESS/MARNE";"";"CHENNEVIERESS/MARNE";"94430";"94";"CAM";"0156861602";"FR";"00423036086";"0";"99999999";"1";"1";"510";"70194001";"90";"LTR";"0";"";"&amp;DHA";"EUR";"DMY";"MET";"";"FR";"0";"";".00";"12";"732";"";"";".00";"TRA";"TRA";"E";"";"actika@wanadoo.fr";"NULL";"NULL";"NULL";"NULL"
"70194009";"1";"0001";"CYCLOFIX - Strasbourg";"1-3 rue du ch&ecirc;ne";"";"67300 Schiltigheim";"";"Schiltigheim";"67300";"";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70194009";"90";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"2";"";".00";"12";"710";"1";"";".00";"TRA";"TRA";"E";"";"hello@cyclofix.com";"NULL";"NULL";"NULL";"NULL"
"70194009";"1";"";"CYCLOFIX SAS E6";".";"29 ALLEE DE BAYEUX";"94170 LE PERREUX SUR MARNE";"";"LE PERREUX SUR MARNE";"94170";"94";"CAM";"0663434665";"FR";"25814300034";"0";"99999999";"1";"1";"510";"70194009";"90";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"2";"";".00";"12";"710";"1";"";".00";"TRA";"TRA";"E";"";"hello@cyclofix.com";"NULL";"NULL";"NULL";"NULL"
"70194009";"1";"0002";"CYCLOFIX - Bordeaux";"130 rue Achard";"";"33000 Bordeaux";"";"Bordeaux";"33000";"";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70194009";"90";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"2";"";".00";"12";"710";"1";"";".00";"TRA";"TRA";"E";"";"hello@cyclofix.com";"NULL";"NULL";"NULL";"NULL"
"70194011";"1";"";"A6T WVELO E6";".";"1 RUE HYPPOLYTE PINSON";"94340 JOINVILLE LE PONT";"";"JOINVILLE LE PONT";"94340";"94";"CAM";"0148896481";"FR";"83478084247";"0";"99999999";"1";"1";"510";"70194011";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N7";"100.00";"12";"710";"1";"";".00";"TRA";"TRA";"E";"";"wvelo.joinville@orange.fr";"70194011";"CWFR";"20160101";"20230101"
"70194012";"1";"";"AIC SPORT SAS I8E8";".";"7 RUE DE STRASBOURG";"94110 ARCUEIL";"";"ARCUEIL";"94110";"94";"CAM";"0983234986";"FR";"56819340811";"0";"99999999";"1";"1";"510";"70194012";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N1";"100.00";"12";"710";"1";"";".00";"TRA";"LIB";"E";"";"aicm@bbox.fr";"70194012";"CWFR";"20160101";"20230101"
"70194014";"1";"";"EVOLUTION CYCLE V20E8";".";"36 TER RUE DE PARIS";"94470 BOISSY ST LEGER";"";"BOISSY ST LEGER";"94470";"94";"CAM";"0145696946";"FR";"86398480228";"0";"99999999";"1";"1";"510";"70194014";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"NA2";".00";"12";"710";"1";"";".00";"TRV";"FID";"E";"";"stephane.suir@orange.fr";"70194014";"F/BIA";"20140701";"20210101"
"70194014";"1";"";"EVOLUTION CYCLE V20E8";".";"36 TER RUE DE PARIS";"94470 BOISSY ST LEGER";"";"BOISSY ST LEGER";"94470";"94";"CAM";"0145696946";"FR";"86398480228";"0";"99999999";"1";"1";"510";"70194014";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"NA2";".00";"12";"710";"1";"";".00";"TRV";"FID";"E";"";"stephane.suir@orange.fr";"70194014";"F/GIT";"20071031";"20210101"
"70194014";"1";"";"EVOLUTION CYCLE V20E8";".";"36 TER RUE DE PARIS";"94470 BOISSY ST LEGER";"";"BOISSY ST LEGER";"94470";"94";"CAM";"0145696946";"FR";"86398480228";"0";"99999999";"1";"1";"510";"70194014";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"NA2";".00";"12";"710";"1";"";".00";"TRV";"FID";"E";"";"stephane.suir@orange.fr";"70194014";"F/PGT";"20131101";"20210101"
"70194014";"1";"";"EVOLUTION CYCLE V20E8";".";"36 TER RUE DE PARIS";"94470 BOISSY ST LEGER";"";"BOISSY ST LEGER";"94470";"94";"CAM";"0145696946";"FR";"86398480228";"0";"99999999";"1";"1";"510";"70194014";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"NA2";".00";"12";"710";"1";"";".00";"TRV";"FID";"E";"";"stephane.suir@orange.fr";"70194014";"CWFR";"20040101";"20230101"
"70194015";"1";"";"LOISICYCLE SAS I8E7";".";"91 RUE CARNOT";"94700 MAISONS ALFORT";"";"MAISONS ALFORT";"94700";"94";"CAM";"0688510781";"FR";"94812971836";"0";"99999999";"1";"1";"510";"70194015";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N1";".00";"12";"710";"1";"";".00";"TRA";"LIB";"E";"";"claverieserge@gmail.com";"70194015";"CWFR";"20060601";"20230101"
"70194016";"1";"";"VELOS KB SAS I9E8";".";"8 BIS RUE DU 14 JUILLET";"94270 LE KREMLIN BICETRE";"";"LE KREMLIN BICETRE";"94270";"94";"CAM";"0146582015";"FR";"25818672503";"0";"99999999";"1";"1";"510";"70194016";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"N2";"70.00";"12";"710";"1";"";"70.00";"TRA";"LIB";"E";"";"contact@veloskb.fr";"70194016";"CWFR";"20160101";"20230101"
"70194018";"1";"";"ADDICT CYCLING I8E8";"WADYBIKE SAS";"60 GRANDE RUE CHARLES DE GAULLE";"94130 NOGENT SUR MARNE";"";"NOGENT SUR MARNE";"94130";"94";"CAM";"0141952340";"FR";"10810128835";"0";"99999999";"1";"1";"510";"70194018";"20";"LTT";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"";".00";"12";"710";"1";"";".00";"TRA";"LIB";"E";"";"addictcycling@gmail.com";"70194018";"CWFR";"20060601";"20230101"
"70194019";"1";"00001";"ECOX ENTREPRISES SARL V8";".";"136 AVENUE DU MAINE";"75014 PARIS";"0666932797";"PARIS";"";"75";"CAM";"0666932797";"FR";"";"0";"99999999";"1";"1";"510";"70194019";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"2";"N1";".00";"12";"710";"1";"";".00";"TRA";"LIB";"E";"";"a.legras@ecox.fr";"70194019";"POSTE";"20180101";"20210101"
"70194019";"1";"00001";"ECOX ENTREPRISES SARL V8";".";"136 AVENUE DU MAINE";"75014 PARIS";"0666932797";"PARIS";"";"75";"CAM";"0666932797";"FR";"";"0";"99999999";"1";"1";"510";"70194019";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"2";"N1";".00";"12";"710";"1";"";".00";"TRA";"LIB";"E";"";"a.legras@ecox.fr";"70194019";"CWFR";"20060601";"20230101"
"70194019";"1";"";"ECOX ENTREPRISES SARL V8";".";"21 AV. DU MAL DE LATTRE DE TASSIGNY";"94120 FONTENAY-SOUS-BOIS";"";"FONTENAY-SOUS-BOIS";"94120";"94";"CAM";"0666932797";"FR";"28838633261";"0";"99999999";"1";"1";"510";"70194019";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"2";"N1";".00";"12";"710";"1";"";".00";"TRA";"LIB";"E";"";"a.legras@ecox.fr";"70194019";"POSTE";"20180101";"20210101"
"70194019";"1";"00002";"ECOX HVC";".";"ECOX HVC";"30 rue de la R&eacute;publique";"78470 Saint Remy les Chevreuse";"STREMYles CHEUVREUSE";"78470";"78";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70194019";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"2";"N1";".00";"12";"710";"1";"";".00";"TRA";"LIB";"E";"";"a.legras@ecox.fr";"70194019";"POSTE";"20180101";"20210101"
"70194019";"1";"";"ECOX ENTREPRISES SARL V8";".";"21 AV. DU MAL DE LATTRE DE TASSIGNY";"94120 FONTENAY-SOUS-BOIS";"";"FONTENAY-SOUS-BOIS";"94120";"94";"CAM";"0666932797";"FR";"28838633261";"0";"99999999";"1";"1";"510";"70194019";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"2";"N1";".00";"12";"710";"1";"";".00";"TRA";"LIB";"E";"";"a.legras@ecox.fr";"70194019";"CWFR";"20060601";"20230101"
"70194019";"1";"00002";"ECOX HVC";".";"ECOX HVC";"30 rue de la R&eacute;publique";"78470 Saint Remy les Chevreuse";"STREMYles CHEUVREUSE";"78470";"78";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70194019";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"2";"N1";".00";"12";"710";"1";"";".00";"TRA";"LIB";"E";"";"a.legras@ecox.fr";"70194019";"CWFR";"20060601";"20230101"
"70194021";"1";"";"HERITAGE IMPORT SARL I0";".";"29 RUE MARCELIN BERTHELOT";"94140 ALFORTVILLE";"";"ALFORTVILLE";"94140";"94";"CAM";"0143756892";"FR";"82482618253";"0";"99999999";"1";"1";"510";"70194021";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"";".00";"12";"710";"1";"";".00";"TRA";"LIB";"E";"";"jj@heritage-import.fr";"70194021";"F/PGT";"20200301";"20201031"
"70194021";"1";"";"HERITAGE IMPORT SARL I0";".";"29 RUE MARCELIN BERTHELOT";"94140 ALFORTVILLE";"";"ALFORTVILLE";"94140";"94";"CAM";"0143756892";"FR";"82482618253";"0";"99999999";"1";"1";"510";"70194021";"20";"LTR";"0";"";"RCHUHER";"EUR";"DMY";"MET";"";"FR";"0";"";".00";"12";"710";"1";"";".00";"TRA";"LIB";"E";"";"jj@heritage-import.fr";"70194021";"CWFR";"20200301";"20230101"
